PrincipalDiagnosis,Sex,25th Percentile,50th Percentile,75th Percentile,Maximum,AverageCharge
U41.0,F,7534.980376392882,7534.980376392882,7534.980376392882,7534.980376392882,7534.980376392882
U41.1,F,6101.316527742965,6220.78151242521,6340.246497107456,6459.711481789702,6220.78151242521
U41.2,M,7638.3284103064,7638.3284103064,7638.3284103064,7638.3284103064,7638.3284103064
U41.4,M,6261.014083985839,6261.014083985839,6261.014083985839,6261.014083985839,6261.014083985839
U41.7,F,6036.53248759746,6036.53248759746,6036.53248759746,6036.53248759746,6036.53248759746
U41.8,F,6892.051286923172,6892.051286923172,6892.051286923172,6892.051286923172,6892.051286923172
U41.8,M,5652.5876014652695,5652.5876014652695,5652.5876014652695,5652.5876014652695,5652.5876014652695
U41.9,F,7924.044770444843,7924.044770444843,7924.044770444843,7924.044770444843,7924.044770444843
U42.0,M,6391.086663821974,6391.086663821974,6391.086663821974,6391.086663821974,6391.086663821974
U42.1,F,7203.446401720846,7203.446401720846,7203.446401720846,7203.446401720846,7203.446401720846
U42.2,F,6649.144224676936,6649.144224676936,6649.144224676936,6649.144224676936,6649.144224676936
U42.3,F,5301.033360785614,6412.319268547231,7523.605176308849,8634.891084070467,6412.319268547231
U42.4,M,7910.482557263753,7910.482557263753,7910.482557263753,7910.482557263753,7910.482557263753
U42.5,M,8519.963650184032,8743.000355573211,8966.037060962391,9189.073766351572,8743.000355573211
U43.0,M,6941.401074468589,7398.7318059693225,7856.062537470056,8313.393268970789,7398.7318059693225
U43.1,M,6939.194755026336,7718.65765181594,8498.120548605544,9277.583445395147,7718.65765181594
U43.2,F,7012.728831180599,7702.802498013282,8392.876164845966,9082.949831678648,7702.802498013282
U43.5,M,6961.665751127777,6961.665751127777,6961.665751127777,6961.665751127777,6961.665751127777
U43.6,M,5779.528012996198,5779.528012996198,5779.528012996198,5779.528012996198,5779.528012996198
U43.9,F,6354.240251221652,6354.240251221652,6354.240251221652,6354.240251221652,6354.240251221652
U43.9,M,7526.578600950533,7526.578600950533,7526.578600950533,7526.578600950533,7526.578600950533
U44.0,F,8663.423610743224,8663.423610743224,8663.423610743224,8663.423610743224,8663.423610743224
U44.0,M,6540.386076711095,6540.386076711095,6540.386076711095,6540.386076711095,6540.386076711095
U44.2,F,8457.410869831343,8457.410869831343,8457.410869831343,8457.410869831343,8457.410869831343
U44.2,M,7337.435819483356,7337.435819483356,7337.435819483356,7337.435819483356,7337.435819483356
U44.4,M,5522.264100945011,5522.264100945011,5522.264100945011,5522.264100945011,5522.264100945011
U44.5,F,8036.6001475877965,8036.6001475877965,8036.6001475877965,8036.6001475877965,8036.6001475877965
U44.6,F,6563.87036686869,6563.87036686869,6563.87036686869,6563.87036686869,6563.87036686869
U44.6,M,7173.919069776791,7173.919069776791,7173.919069776791,7173.919069776791,7173.919069776791
U44.8,F,6425.362237171421,6425.362237171421,6425.362237171421,6425.362237171421,6425.362237171421
U44.8,M,10843.120250136762,10843.120250136762,10843.120250136762,10843.120250136762,10843.120250136762
U45.0,F,6456.945965070556,6456.945965070556,6456.945965070556,6456.945965070556,6456.945965070556
U45.0,M,5249.817515961627,5249.817515961627,5249.817515961627,5249.817515961627,5249.817515961627
U45.1,F,8152.744869549541,8152.744869549541,8152.744869549541,8152.744869549541,8152.744869549541
U45.2,F,7692.238086785745,8203.75349350959,8231.334869323991,8258.916245138393,7881.130806236627
U45.2,M,7385.174454126023,7385.174454126023,7385.174454126023,7385.174454126023,7385.174454126023
U45.3,F,6585.964612594354,6585.964612594354,6585.964612594354,6585.964612594354,6585.964612594354
U45.4,M,6350.263425591611,6350.263425591611,6350.263425591611,6350.263425591611,6350.263425591611
U45.5,F,9254.85989326779,9254.85989326779,9254.85989326779,9254.85989326779,9254.85989326779
U45.7,F,6422.881099232616,6422.881099232616,6422.881099232616,6422.881099232616,6422.881099232616
U45.9,M,6986.766980769277,6986.766980769277,6986.766980769277,6986.766980769277,6986.766980769277
U46.0,M,5819.978390338885,5819.978390338885,5819.978390338885,5819.978390338885,5819.978390338885
U46.1,M,7182.4120612553015,7182.4120612553015,7182.4120612553015,7182.4120612553015,7182.4120612553015
U46.2,M,7213.972307192114,7213.972307192114,7213.972307192114,7213.972307192114,7213.972307192114
U46.3,F,6396.445672267933,6948.251797506444,8730.898930962481,10513.546064418519,7768.8124696514615
U46.3,M,7042.494745330503,7042.494745330503,7042.494745330503,7042.494745330503,7042.494745330503
U46.5,F,6484.722913738435,6484.722913738435,6484.722913738435,6484.722913738435,6484.722913738435
U46.8,M,10532.953666543524,10532.953666543524,10532.953666543524,10532.953666543524,10532.953666543524
U46.9,M,7445.033734489092,7445.033734489092,7445.033734489092,7445.033734489092,7445.033734489092
U47.0,F,6767.993828812541,6767.993828812541,6767.993828812541,6767.993828812541,6767.993828812541
U47.1,F,6364.183438784437,6364.183438784437,6364.183438784437,6364.183438784437,6364.183438784437
U47.1,M,9481.973957360682,9481.973957360682,9481.973957360682,9481.973957360682,9481.973957360682
U47.3,M,9361.914841606986,9361.914841606986,9361.914841606986,9361.914841606986,9361.914841606986
U47.4,F,8878.629949082977,9284.6621369662,9690.694324849424,10096.72651273265,9284.6621369662
U47.4,M,7534.276176326986,7638.862687971996,7743.4491996170045,7848.035711262014,7638.862687971996
U47.5,M,5677.178887219134,5831.361426896484,5985.543966573834,6139.726506251184,5831.361426896484
U47.6,F,7445.161460781632,7445.161460781632,7445.161460781632,7445.161460781632,7445.161460781632
U47.9,F,6741.854572029474,6938.196142223565,7718.378277596469,8498.560412969373,7327.423185676107
U47.9,M,7519.268296715421,7519.268296715421,7519.268296715421,7519.268296715421,7519.268296715421
U48.0,M,7135.351760881638,7474.572279804679,7900.448701583292,8326.325123361905,7532.342881708394
U48.1,M,8408.59575125185,8408.59575125185,8408.59575125185,8408.59575125185,8408.59575125185
U48.2,F,7541.114721398644,7541.114721398644,7541.114721398644,7541.114721398644,7541.114721398644
U48.3,M,4501.386879754889,4501.386879754889,4501.386879754889,4501.386879754889,4501.386879754889
U48.4,F,7982.097118288924,7982.097118288924,7982.097118288924,7982.097118288924,7982.097118288924
U48.6,F,7406.454030693616,7406.454030693616,7406.454030693616,7406.454030693616,7406.454030693616
U48.6,M,7217.455014268274,7217.455014268274,7217.455014268274,7217.455014268274,7217.455014268274
U48.7,M,7335.453290767598,7335.453290767598,7335.453290767598,7335.453290767598,7335.453290767598
U48.8,M,8035.120506061456,8368.19211125792,8701.263716454385,9034.33532165085,8368.19211125792
U48.9,F,5597.737887514111,5597.737887514111,5597.737887514111,5597.737887514111,5597.737887514111
U48.9,M,9283.502125569952,9283.502125569952,9283.502125569952,9283.502125569952,9283.502125569952
U49.2,M,7180.423660473394,7592.452276323289,8004.480892173184,8416.509508023079,7592.452276323289
U49.4,F,5914.9711207198925,5914.9711207198925,5914.9711207198925,5914.9711207198925,5914.9711207198925
U49.7,F,6618.816459113716,6618.816459113716,6618.816459113716,6618.816459113716,6618.816459113716
U49.8,F,6006.601330951943,6006.601330951943,6006.601330951943,6006.601330951943,6006.601330951943
U49.9,F,8970.930944682987,8970.930944682987,8970.930944682987,8970.930944682987,8970.930944682987
U50.1,M,5484.267843223397,5544.989688150324,5593.851397452001,5642.7131067536775,5537.082931066824
U50.3,F,10258.276421132272,10258.276421132272,10258.276421132272,10258.276421132272,10258.276421132272
U50.3,M,6385.2634381027765,6385.2634381027765,6385.2634381027765,6385.2634381027765,6385.2634381027765
U50.5,M,6839.96449125692,7015.59451629177,7191.224541326619,7366.854566361468,7015.59451629177
U50.8,F,9140.506432610984,9140.506432610984,9140.506432610984,9140.506432610984,9140.506432610984
U50.9,F,6622.043699410615,6622.043699410615,6622.043699410615,6622.043699410615,6622.043699410615
U50.9,M,4757.0590311424785,4757.0590311424785,4757.0590311424785,4757.0590311424785,4757.0590311424785
U51.0,M,8006.325011068071,8314.740101460513,8623.155191852957,8931.570282245399,8314.740101460513
U51.1,M,6111.7658411219945,6413.326058247471,7913.499728063691,9413.67339787991,7212.4016933746325
U51.2,M,9885.029039073474,9885.029039073474,9885.029039073474,9885.029039073474,9885.029039073474
U51.3,F,8788.318017952184,8788.318017952184,8788.318017952184,8788.318017952184,8788.318017952184
U51.3,M,5774.467995148363,6137.6957941181545,7153.765032663747,8169.834271209338,6572.923420502022
U51.4,M,5812.944639493542,6461.416814141655,6729.449566928959,6997.482319716263,6207.7905329011155
U51.5,F,7764.482830241945,8903.417535563669,9175.516607253789,9447.615678943908,8325.5271131426
U51.5,M,6874.157340850015,6874.157340850015,6874.157340850015,6874.157340850015,6874.157340850015
U51.6,M,7279.134203336917,7279.134203336917,7279.134203336917,7279.134203336917,7279.134203336917
U51.7,F,6615.3790635851665,6615.3790635851665,6615.3790635851665,6615.3790635851665,6615.3790635851665
U51.7,M,8257.74386747546,8257.74386747546,8257.74386747546,8257.74386747546,8257.74386747546
U51.9,M,6283.313013667397,6283.313013667397,6283.313013667397,6283.313013667397,6283.313013667397
U52.0,F,6445.524844906622,6445.524844906622,6445.524844906622,6445.524844906622,6445.524844906622
U52.0,M,6906.215212339139,6976.737773909755,7100.934895488506,7225.132017067257,7012.520813915177
U52.1,F,5804.3407689312435,6588.6932693277,7026.257051197642,7463.820833067583,6357.500790310023
U52.2,F,7702.203768149404,7702.203768149404,7702.203768149404,7702.203768149404,7702.203768149404
U52.3,M,5550.097630924462,5550.097630924462,5550.097630924462,5550.097630924462,5550.097630924462
U52.5,F,7262.712179060387,7338.597642516806,7414.483105973226,7490.3685694296455,7338.597642516806
U52.5,M,7497.868202997303,7746.242617859934,7994.617032722565,8242.991447585197,7746.242617859934
U52.6,F,7181.023118328693,7181.023118328693,7181.023118328693,7181.023118328693,7181.023118328693
U52.6,M,5943.3065830628675,5943.3065830628675,5943.3065830628675,5943.3065830628675,5943.3065830628675
U52.9,F,5916.297536814782,5916.297536814782,5916.297536814782,5916.297536814782,5916.297536814782
U53.0,M,7258.746343952445,7258.746343952445,7258.746343952445,7258.746343952445,7258.746343952445
U53.4,M,9900.904441931341,9900.904441931341,9900.904441931341,9900.904441931341,9900.904441931341
U53.5,F,6509.853933652532,6702.142938379396,6894.4319431062595,7086.720947833122,6702.142938379396
U53.5,M,6080.317679305041,6080.317679305041,6080.317679305041,6080.317679305041,6080.317679305041
U53.6,F,6521.577706352668,6521.577706352668,6521.577706352668,6521.577706352668,6521.577706352668
U53.7,M,9353.875773779135,9584.181417166828,9814.487060554522,10044.792703942217,9584.181417166828
U53.8,F,6759.552034069384,6759.552034069384,6759.552034069384,6759.552034069384,6759.552034069384
U53.9,F,6636.421251936627,6888.466579329821,7037.211386570354,7069.669743203929,6785.166059177161
U54.0,F,7995.793603692181,8698.26583973133,9400.738075770478,10103.210311809627,8698.26583973133
U54.1,F,7533.588485614589,7533.588485614589,7533.588485614589,7533.588485614589,7533.588485614589
U54.1,M,7261.725349029504,8320.641381597517,8486.442027404015,8652.242673210512,7725.231123756507
U54.2,F,6767.703476388244,6767.703476388244,6767.703476388244,6767.703476388244,6767.703476388244
U54.4,F,6661.419788036638,6661.419788036638,6661.419788036638,6661.419788036638,6661.419788036638
U54.4,M,10296.519452537184,10296.519452537184,10296.519452537184,10296.519452537184,10296.519452537184
U54.5,M,7252.667893775881,7509.047194663538,7765.426495551195,8021.805796438854,7509.047194663538
U54.6,F,7646.546364828547,7646.546364828547,7646.546364828547,7646.546364828547,7646.546364828547
U54.6,M,6988.329842272566,6988.329842272566,6988.329842272566,6988.329842272566,6988.329842272566
U54.7,F,6617.440596423272,6617.440596423272,6617.440596423272,6617.440596423272,6617.440596423272
U54.8,M,6615.046849794948,6615.046849794948,6615.046849794948,6615.046849794948,6615.046849794948
U54.9,F,6241.65859911438,6241.65859911438,6241.65859911438,6241.65859911438,6241.65859911438
U55.0,F,8224.653919190323,8224.653919190323,8224.653919190323,8224.653919190323,8224.653919190323
U55.0,M,8299.072325387733,8299.072325387733,8299.072325387733,8299.072325387733,8299.072325387733
U55.1,M,7216.686169002485,7349.420286597802,7482.154404193119,7614.888521788436,7349.420286597802
U55.2,M,9603.413241657841,9603.413241657841,9603.413241657841,9603.413241657841,9603.413241657841
U55.4,F,7424.09770400311,7475.187617933596,7639.5866049119795,7803.985591890363,7550.726999965528
U55.4,M,6807.610832513357,6807.610832513357,6807.610832513357,6807.610832513357,6807.610832513357
U56.0,M,5108.394178769035,5108.394178769035,5108.394178769035,5108.394178769035,5108.394178769035
U56.3,F,9740.968411442278,9740.968411442278,9740.968411442278,9740.968411442278,9740.968411442278
U56.3,M,6286.068591365311,6286.068591365311,6286.068591365311,6286.068591365311,6286.068591365311
U56.4,M,7244.353793777773,7244.353793777773,7244.353793777773,7244.353793777773,7244.353793777773
U56.5,F,9512.642363928486,9512.642363928486,9512.642363928486,9512.642363928486,9512.642363928486
U56.6,M,5346.501902513902,5346.501902513902,5346.501902513902,5346.501902513902,5346.501902513902
U56.7,F,5363.642507193564,5363.642507193564,5363.642507193564,5363.642507193564,5363.642507193564
U56.8,F,7900.671277798632,8349.98997527978,8799.308672760928,9248.627370242075,8349.98997527978
U56.8,M,6662.9818186173225,6662.9818186173225,6662.9818186173225,6662.9818186173225,6662.9818186173225
U57.1,F,5288.525590382129,5288.525590382129,5288.525590382129,5288.525590382129,5288.525590382129
U57.1,M,8534.182256662913,8534.182256662913,8534.182256662913,8534.182256662913,8534.182256662913
U57.3,F,6678.4175723739345,6678.4175723739345,6678.4175723739345,6678.4175723739345,6678.4175723739345
U57.4,F,7760.889110393455,7760.889110393455,7760.889110393455,7760.889110393455,7760.889110393455
U57.4,M,7788.979598290665,7788.979598290665,7788.979598290665,7788.979598290665,7788.979598290665
U57.5,F,9800.358846637206,9800.358846637206,9800.358846637206,9800.358846637206,9800.358846637206
U57.6,F,8778.232764535218,8778.232764535218,8778.232764535218,8778.232764535218,8778.232764535218
U57.6,M,10581.45352809021,10581.45352809021,10581.45352809021,10581.45352809021,10581.45352809021
U57.7,F,8955.34580704014,8955.34580704014,8955.34580704014,8955.34580704014,8955.34580704014
U57.7,M,6139.070211890366,6139.070211890366,6139.070211890366,6139.070211890366,6139.070211890366
U57.8,F,7208.801363882377,7208.801363882377,7208.801363882377,7208.801363882377,7208.801363882377
U57.8,M,8029.234120802319,8029.234120802319,8029.234120802319,8029.234120802319,8029.234120802319
U57.9,F,7737.3849478991415,7737.3849478991415,7737.3849478991415,7737.3849478991415,7737.3849478991415
U57.9,M,10241.542672298052,10241.542672298052,10241.542672298052,10241.542672298052,10241.542672298052
U58.0,M,7635.115966711143,7635.115966711143,7635.115966711143,7635.115966711143,7635.115966711143
U58.2,F,6891.45889183376,6891.45889183376,6891.45889183376,6891.45889183376,6891.45889183376
U58.2,M,10671.54520182667,10671.54520182667,10671.54520182667,10671.54520182667,10671.54520182667
U58.3,F,5235.977430246738,5235.977430246738,5235.977430246738,5235.977430246738,5235.977430246738
U58.3,M,7349.2858405267925,7349.2858405267925,7349.2858405267925,7349.2858405267925,7349.2858405267925
U58.4,F,8414.421313859722,8414.421313859722,8414.421313859722,8414.421313859722,8414.421313859722
U58.4,M,6750.864228496224,6750.864228496224,6750.864228496224,6750.864228496224,6750.864228496224
U58.5,F,7984.346582110043,7984.346582110043,7984.346582110043,7984.346582110043,7984.346582110043
U58.7,F,8462.298304398175,8462.298304398175,8462.298304398175,8462.298304398175,8462.298304398175
U58.7,M,6871.676471625111,6871.676471625111,6871.676471625111,6871.676471625111,6871.676471625111
U58.8,M,8066.769473140963,8066.769473140963,8066.769473140963,8066.769473140963,8066.769473140963
U59.0,M,8448.245515853665,8448.245515853665,8448.245515853665,8448.245515853665,8448.245515853665
U59.1,F,5384.20469189046,5384.20469189046,5384.20469189046,5384.20469189046,5384.20469189046
U59.4,F,6611.128324697716,6611.128324697716,6611.128324697716,6611.128324697716,6611.128324697716
U59.6,M,6814.695600471323,6934.682558648045,7054.669516824768,7174.6564750014895,6934.682558648045
U59.8,M,7226.956766705129,7226.956766705129,7226.956766705129,7226.956766705129,7226.956766705129
U60.0,F,7068.948803394544,7581.014396501175,8093.079989607806,8605.145582714438,7581.014396501175
U60.0,M,8610.084014919903,8610.084014919903,8610.084014919903,8610.084014919903,8610.084014919903
U60.5,M,5904.949908190421,5904.949908190421,5904.949908190421,5904.949908190421,5904.949908190421
U60.6,F,6096.154860110149,6419.282257097149,6742.40965408415,7065.537051071151,6419.282257097149
U60.6,M,8294.500546346355,8294.500546346355,8294.500546346355,8294.500546346355,8294.500546346355
U60.7,M,5777.195434068208,5777.195434068208,5777.195434068208,5777.195434068208,5777.195434068208
U60.9,M,7760.293052723556,8382.372637611452,9004.452222499349,9626.531807387244,8382.372637611452
U61.0,F,9667.571054829139,9667.571054829139,9667.571054829139,9667.571054829139,9667.571054829139
U61.2,F,8958.104789409002,8958.104789409002,8958.104789409002,8958.104789409002,8958.104789409002
U61.3,M,6330.966227022304,6330.966227022304,6330.966227022304,6330.966227022304,6330.966227022304
U61.4,F,6590.179417898129,6590.179417898129,6590.179417898129,6590.179417898129,6590.179417898129
U61.5,F,6980.024001829825,6980.024001829825,6980.024001829825,6980.024001829825,6980.024001829825
U61.7,F,7335.726275380332,7335.726275380332,7335.726275380332,7335.726275380332,7335.726275380332
U61.7,M,6378.493286012155,6378.493286012155,6378.493286012155,6378.493286012155,6378.493286012155
U61.8,F,9339.523055911863,9339.523055911863,9339.523055911863,9339.523055911863,9339.523055911863
U61.8,M,9160.844042735866,9606.657768052788,10052.471493369709,10498.28521868663,9606.657768052788
U62.0,M,6876.222560351445,6876.222560351445,6876.222560351445,6876.222560351445,6876.222560351445
U62.1,M,6541.352788505479,6541.352788505479,6541.352788505479,6541.352788505479,6541.352788505479
U62.3,M,6779.094714006229,6779.094714006229,6779.094714006229,6779.094714006229,6779.094714006229
U62.4,F,7214.563164601768,7214.563164601768,7214.563164601768,7214.563164601768,7214.563164601768
U62.4,M,6249.799085422772,6410.282325029382,8363.383073338751,10316.483821648122,7605.360664164556
U62.5,M,7797.073798176987,7797.073798176987,7797.073798176987,7797.073798176987,7797.073798176987
U62.6,M,7210.946326598301,7210.946326598301,7210.946326598301,7210.946326598301,7210.946326598301
U62.7,F,7239.776632027038,7239.776632027038,7239.776632027038,7239.776632027038,7239.776632027038
U62.7,M,8738.407449950399,8738.407449950399,8738.407449950399,8738.407449950399,8738.407449950399
U62.8,F,8177.5676606030465,8177.5676606030465,8177.5676606030465,8177.5676606030465,8177.5676606030465
U62.9,F,5162.988923285273,5890.650378769949,6618.311834254627,7345.973289739304,5890.650378769949
U62.9,M,8581.308254505231,8581.308254505231,8581.308254505231,8581.308254505231,8581.308254505231
U63.0,M,5982.276949319734,5982.276949319734,5982.276949319734,5982.276949319734,5982.276949319734
U63.2,M,6747.7302515681495,6747.7302515681495,6747.7302515681495,6747.7302515681495,6747.7302515681495
U63.3,F,7739.782104705404,7739.782104705404,7739.782104705404,7739.782104705404,7739.782104705404
U63.3,M,7703.120820340702,7703.120820340702,7703.120820340702,7703.120820340702,7703.120820340702
U63.4,F,9043.472111571144,9043.472111571144,9043.472111571144,9043.472111571144,9043.472111571144
U63.4,M,6746.746061222651,7004.054755238436,7261.3634492542205,7518.672143270004,7004.054755238436
U63.6,F,7666.506855475744,7666.506855475744,7666.506855475744,7666.506855475744,7666.506855475744
U63.7,M,10731.977196253352,10731.977196253352,10731.977196253352,10731.977196253352,10731.977196253352
U63.9,M,6772.859647750245,6772.859647750245,6772.859647750245,6772.859647750245,6772.859647750245
U64.0,M,5535.577402792658,5535.577402792658,5535.577402792658,5535.577402792658,5535.577402792658
U64.1,M,8380.368865451172,8863.840560376548,9347.312255301924,9830.783950227302,8863.840560376548
U64.2,F,7207.922988459121,7207.922988459121,7207.922988459121,7207.922988459121,7207.922988459121
U64.2,M,7623.727757439616,7990.381922185242,8357.036086930868,8723.690251676493,7990.381922185242
U64.3,M,6460.3189994298,6460.3189994298,6460.3189994298,6460.3189994298,6460.3189994298
U64.4,M,6589.252294950073,6589.252294950073,6589.252294950073,6589.252294950073,6589.252294950073
U64.5,M,9399.839848245041,9399.839848245041,9399.839848245041,9399.839848245041,9399.839848245041
U64.8,F,8038.839274027285,8038.839274027285,8038.839274027285,8038.839274027285,8038.839274027285
U64.9,F,6955.525461244384,7105.182674893472,7254.8398885425595,7404.497102191648,7105.182674893472
U65.0,F,7745.042657017117,7745.042657017117,7745.042657017117,7745.042657017117,7745.042657017117
U65.0,M,6248.535060923476,6248.535060923476,6248.535060923476,6248.535060923476,6248.535060923476
U65.2,M,7572.058737361275,7798.34434743073,8024.629957500184,8250.915567569638,7798.34434743073
U65.3,M,6596.086037873532,6596.086037873532,6596.086037873532,6596.086037873532,6596.086037873532
U65.5,F,8059.177117673054,8059.177117673054,8059.177117673054,8059.177117673054,8059.177117673054
U65.5,M,6882.4002769327235,6882.4002769327235,6882.4002769327235,6882.4002769327235,6882.4002769327235
U65.6,F,6829.595094321131,6978.075285486142,7126.555476651152,7275.0356678161625,6978.075285486142
U65.7,M,6441.136972233255,6488.087980733648,6535.038989234041,6581.989997734434,6488.087980733648
U65.9,F,5699.671473820825,5699.671473820825,5699.671473820825,5699.671473820825,5699.671473820825
U65.9,M,5860.328895787614,5860.328895787614,5860.328895787614,5860.328895787614,5860.328895787614
U66.0,F,7072.315285602788,7072.315285602788,7072.315285602788,7072.315285602788,7072.315285602788
U66.0,M,6770.765672964613,6770.765672964613,6770.765672964613,6770.765672964613,6770.765672964613
U66.1,F,8901.60613748764,8901.60613748764,8901.60613748764,8901.60613748764,8901.60613748764
U66.1,M,6490.779599074776,6490.779599074776,6490.779599074776,6490.779599074776,6490.779599074776
U66.2,M,7601.556208184802,7601.556208184802,7601.556208184802,7601.556208184802,7601.556208184802
U66.3,F,7092.9359417856085,7177.314200840021,7261.692459894432,7346.070718948845,7177.314200840021
U66.6,F,8490.779893192963,8490.779893192963,8490.779893192963,8490.779893192963,8490.779893192963
U66.6,M,6050.097626974335,6050.097626974335,6050.097626974335,6050.097626974335,6050.097626974335
U66.7,F,7802.696585725173,8489.731925398864,9176.767265072558,9863.802604746252,8489.731925398864
U66.8,M,8023.830933958612,8130.053783978809,8236.276633999007,8342.499484019205,8130.053783978809
U66.9,F,9470.382613173824,9470.382613173824,9470.382613173824,9470.382613173824,9470.382613173824
U66.9,M,6440.390566145963,6440.390566145963,6440.390566145963,6440.390566145963,6440.390566145963
U67.1,M,9909.037183061242,9909.037183061242,9909.037183061242,9909.037183061242,9909.037183061242
U67.3,F,10321.15752734976,10321.15752734976,10321.15752734976,10321.15752734976,10321.15752734976
U67.4,F,5827.373021786191,5827.373021786191,5827.373021786191,5827.373021786191,5827.373021786191
U67.5,F,8334.9991550364,8334.9991550364,8334.9991550364,8334.9991550364,8334.9991550364
U67.7,F,7686.154973645855,7686.154973645855,7686.154973645855,7686.154973645855,7686.154973645855
U68.0,F,7571.931955626906,7893.48322824949,8467.509942939087,9041.536657628683,8061.800189627498
U68.0,M,8682.069514611214,8682.069514611214,8682.069514611214,8682.069514611214,8682.069514611214
U68.1,F,6968.592373909684,7294.079399201693,7619.566424493702,7945.05344978571,7294.079399201693
U68.2,M,8696.173975901114,8696.173975901114,8696.173975901114,8696.173975901114,8696.173975901114
U68.4,F,6101.156539320238,6101.156539320238,6101.156539320238,6101.156539320238,6101.156539320238
U68.5,M,7078.145247017934,7120.313436055311,7162.481625092689,7204.649814130065,7120.313436055311
U68.6,F,7731.953842454332,7731.953842454332,7731.953842454332,7731.953842454332,7731.953842454332
U68.6,M,9574.25974987838,9574.25974987838,9574.25974987838,9574.25974987838,9574.25974987838
U68.7,F,5989.615013079119,6552.1305454212015,7114.646077763284,7677.161610105366,6552.1305454212015
U68.8,F,7736.731185811681,7736.731185811681,7736.731185811681,7736.731185811681,7736.731185811681
U68.8,M,8606.244050734427,8606.244050734427,8606.244050734427,8606.244050734427,8606.244050734427
U69.0,M,7601.86248054192,7601.86248054192,7601.86248054192,7601.86248054192,7601.86248054192
U69.2,M,6577.458286066726,7292.980873090883,8008.503460115039,8724.026047139196,7292.980873090883
U69.3,F,9563.705979680002,9563.705979680002,9563.705979680002,9563.705979680002,9563.705979680002
U69.3,M,6737.487756642794,6737.487756642794,6737.487756642794,6737.487756642794,6737.487756642794
U69.4,F,7363.156739338912,7363.156739338912,7363.156739338912,7363.156739338912,7363.156739338912
U69.5,F,6430.298676605162,6430.298676605162,6430.298676605162,6430.298676605162,6430.298676605162
U69.6,F,7722.472580088734,7938.179784587847,8153.886989086961,8369.594193586074,7938.179784587847
U69.7,M,8865.283510949685,8865.283510949685,8865.283510949685,8865.283510949685,8865.283510949685
U69.8,F,5637.381503428403,5637.381503428403,5637.381503428403,5637.381503428403,5637.381503428403
U69.8,M,7069.203232818346,7069.203232818346,7069.203232818346,7069.203232818346,7069.203232818346
U70.0,M,7999.0641068010955,8911.042776419214,9823.02144603733,10735.000115655446,8911.042776419214
U70.1,F,6753.616747363749,7287.444619950111,7821.272492536473,8355.100365122835,7287.444619950111
U70.2,M,8542.479531282157,8542.479531282157,8542.479531282157,8542.479531282157,8542.479531282157
U70.5,F,8273.698028142719,8273.698028142719,8273.698028142719,8273.698028142719,8273.698028142719
U70.6,F,8225.500960445786,8225.500960445786,8225.500960445786,8225.500960445786,8225.500960445786
U70.7,M,6182.462066416611,6182.462066416611,6182.462066416611,6182.462066416611,6182.462066416611
U70.8,F,5975.413006068579,5975.413006068579,5975.413006068579,5975.413006068579,5975.413006068579
U70.8,M,6972.415154089505,6972.415154089505,6972.415154089505,6972.415154089505,6972.415154089505
U70.9,F,6477.325191411608,6477.325191411608,6477.325191411608,6477.325191411608,6477.325191411608
U71.0,M,8812.7472208519,9382.57441574011,9952.401610628318,10522.228805516526,9382.57441574011
U71.1,F,8046.536257844888,8246.302550767336,8446.068843689782,8645.83513661223,8246.302550767336
U71.2,M,8459.421852131101,8459.421852131101,8459.421852131101,8459.421852131101,8459.421852131101
U71.3,M,6398.367585486993,7454.393887920453,7550.733287286219,7647.072686651985,6814.602619208657
U71.4,F,7987.806385506999,8171.010868383175,8354.21535125935,8537.419834135526,8171.010868383175
U71.4,M,8575.138179944022,8575.138179944022,8575.138179944022,8575.138179944022,8575.138179944022
U71.5,M,8934.710032569626,8934.710032569626,8934.710032569626,8934.710032569626,8934.710032569626
U71.6,F,9346.990857185254,9346.990857185254,9346.990857185254,9346.990857185254,9346.990857185254
U71.7,F,7597.180896978133,7597.180896978133,7597.180896978133,7597.180896978133,7597.180896978133
U71.9,F,9066.344942425563,9066.344942425563,9066.344942425563,9066.344942425563,9066.344942425563
U72.0,M,6889.482963659871,7664.078979387656,8438.67499511544,9213.271010843224,7664.078979387656
U72.2,M,7434.082467667203,7434.082467667203,7434.082467667203,7434.082467667203,7434.082467667203
U72.3,F,6014.16794860534,6642.80226546836,7271.43658233138,7900.0708991944,6642.80226546836
U72.3,M,8154.873004378373,8154.873004378373,8154.873004378373,8154.873004378373,8154.873004378373
U72.5,F,8462.064271578265,8462.064271578265,8462.064271578265,8462.064271578265,8462.064271578265
U72.9,F,7520.617135031156,7520.617135031156,7520.617135031156,7520.617135031156,7520.617135031156
U73.0,F,6840.461692499847,6840.461692499847,6840.461692499847,6840.461692499847,6840.461692499847
U73.0,M,6823.897997511225,6823.897997511225,6823.897997511225,6823.897997511225,6823.897997511225
U73.1,F,6372.055990662869,6372.055990662869,6372.055990662869,6372.055990662869,6372.055990662869
U73.2,M,7159.966261566386,7657.547433950924,8155.128606335463,8652.709778720002,7657.547433950924
U73.3,M,8705.360945549619,8705.360945549619,8705.360945549619,8705.360945549619,8705.360945549619
U73.4,M,8114.557199453206,8114.557199453206,8114.557199453206,8114.557199453206,8114.557199453206
